Id,Empirical research specificity,Word / Pattern,Category name,Subitem category (functional role of sentence ( flow logic),Sensitivity to Additional Parameter,Sensitivity to Additional Parameter,Subitem category (functional role of sentence              ( flow logic),Sensitivity to Additional Parameter,Weight - TBD by Machine,Category number,Status,MarkerTypeId,comment,Description
4849,,means that,explanations / definitions,,,,,,,20,1,20,NULL,NULL
7110,,means-ends,core/salient,,,,,,,6,1,6,,NULL
4850,,meant that,explanations / definitions,,,,,,,20,1,20,NULL,NULL
Sep13,,meanwhile,time/sequence,,,,,,,12,,,,
1633,,measure,core/salient,,,,,,,6,1,6,,NULL
7034,,measure of,core/salient,,,,,,,6,1,6,,NULL
5959,,measured,core/salient,,,,,,,6,1,6,,measure% **
1634,,measured by,core/salient,,,,,,,6,1,6,,NULL
1635,,measured only,core/salient,,,,,,,6,1,6,,NULL
Sep13,,measurement,core/salient,,,,,,,6,,,,
,,may shed further light,core/salient,,,,,,,6,,,,
,,measurement bias,core/salient,,,,,,,6,,,,
6370,empirical ,measurement bias,limitation,,if in discussion or conclusion sections,,,,,5,1,6,,NULL
6404,,measures,core/salient,,,,,,,6,1,6,,measure%
Sep13,,measures of,core/salient,,,,,,,6,,,,
6098,,measuring,core/salient,,,,,,,6,1,6,,NULL
,,may distort,core/salient,,,,,,,6,,,,
1636,,mechanism,core/salient,,,,,,,6,1,6,,mechanism%
1637,,mechanism for,core/salient,,,,,,,6,1,6,,NULL
6909,,mechanisms,core/salient,,,,,,,6,1,6,,NULL
5399,,mediate,core/salient,,,,,,,6,1,6,,NULL
Sep13,,mediated,core/salient,,,,,,,6,,,,
6388,,mediated by,core/salient,,,,,,,6,1,6,,NULL
6829,,mediating,core/salient,,,,,,,6,1,6,,NULL
6830,,mediation,core/salient,,,,,,,6,1,6,,NULL
Sep13,,medium,core/salient,,,,,,,6,,,,
1638,,medium term,core/salient,,,,,,,6,1,6,,NULL
6265,,meet demands,core/salient,,,,,,,6,1,6,,meet ** demands
1639,,meet the requirements,core/salient,,,,,,,6,1,6,,NULL
6692,,mentioned below,navigation,,,,,,,15,0,15,NULL,NULL
Sep13,,merely because,change in direction,,,,,,,16,,,,
1640,,merit,core/salient,,,,,,,6,1,6,,merit%
,,merit attention,attention flagger,,,,,,,29,,,,
Sep13,,merit attention,limitation,,if in discussion or conclusion sections,,,,,5,,,,
1641,,merit further,core/salient,,,,,,,6,1,6,,merit% *
,,merit further investigation,limitation,,if in discussion or conclusion sections,,,,,5,,,,
,,merit further investigation,core/salient,,,,,,,6,,,,
1642,,merit further investigation,problem statement,,if in introduction ,,,,,30,1,6,,merit% further *
7529,,merits special attention,problem statement,,if in introduction ,,,,,30,1,6,,merit% special attention
1643,,message,core/salient,,,,,,,6,1,6,,NULL
6237,,meta-analyses,core/salient,,,,,,,6,1,6,,NULL
6236,,meta-analysis,core/salient,,,,,,,6,1,6,,NULL
4851,,method,core/salient,,,,,,,6,1,6,,method%
,,merits special attention,attention flagger,,,,,,,29,,,,
,,does not,core/salient,,,,,,,6,,,,
,,fails to ,core/salient,,,,,,,6,,,,
Sep13,,method fails to,core/salient,,,,,,,6,,,,
Sep13,,method for,core/salient,,,,,,,6,,,,
1937,,method of,core/salient,,,,,,,6,1,6,,NULL
Sep13,,method relies on,core/salient,,,,,,,6,,,,
7235,,methodologies,core/salient,,,,,,,6,1,6,,NULL
6223,,methodology,core/salient,,,,,,,6,1,6,,NULL
6249,,methods,core/salient,,,,,,,6,1,6,,method%
Sep13,,methods of,core/salient,,,,,,,6,,,,
1644,,might,core/salient,,,,,,,6,1,13,,NULL
1645,,might be,core/salient,,,,,,,6,1,13,,NULL
Sep13,,might be affected,conclusion,,,,,,,21,,,,
Sep13,,might be related to,conclusion,,,,,,,21,,,,
1647,,might be significant,conclusion,,,,,,,21,1,21,NULL,NULL
7641,,might be used,core/salient,,,,,,,6,1,6,,might * be used
Sep13,,might be worth,core/salient,,,,,,,6,,,,
Sep13,,might be worthwhile to,attention flagger,,,,,,,29,,,,
1648,,might equally,core/salient,,,,,,,6,1,13,,NULL
3204,,might help you to,contribution,,,,,,,8,1,8,NULL,might help * to
Sep13,,might in fact,core/salient,,,,,,,6,,,,
Sep13,,might introduce,core/salient,,,,,,,6,,,,
7630,,might not,core/salient,,,,,,,6,1,13,,NULL
1650,,might result in,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,* result% in
6358,,million,core/salient,,,,,,,6,1,6,,million
1652,,mimimally,core/salient,,,,,,,6,1,6,,NULL
1653,,minimal,core/salient,,,,,,,6,1,6,,NULL
1654,,minimal amount of,core/salient,,,,,,,6,1,6,,NULL
,,minimal amount of research,problem statement,problem statement,if in introduction ,,,,,30,,,,
1655,,minimal amount of research,core/salient,,,,,,,6,1,6,,NULL
1656,,minimise,core/salient,,,,,,,6,1,6,,NULL
1657,,minimize,core/salient,,,,,,,6,1,6,,NULL
3324,,minimized,consequence / result,,,,,,,9,1,9,NULL,minimize%
1658,,minimum,core/salient,,,,,,,6,1,6,,NULL
3714,,minor,core/salient,,,,,,,6,1,13,,NULL
6241,,minority,core/salient,,,,,,,6,1,6,,NULL
Sep13,,misclassify,core/salient,,,,,,,6,,,,
1660,,misinterpret,core/salient,,,,,,,6,1,6,,NULL
Sep13,,misjudge,core/salient,,,,,,,6,,,,
1661,,mislead,core/salient,,,,,,,6,1,6,,NULL
3835,,misleading,attention flagger,,,,,,,29,1,13,,NULL
3696,,misleadingly,attention flagger,,,,,,,29,1,13,,NULL
5550,,miss,core/salient,,,,,,,6,1,6,,miss%
Sep13,,missing,core/salient,,,,,,,6,,,,
Sep13,,mistake,core/salient,,,,,,,6,,,,
Sep13,,mistakes,core/salient,,,,,,,6,,,,
Sep13,,misuse,core/salient,,,,,,,6,,,,
Sep13,,mitigate,core/salient,,,,,,,6,,,,
7095,,mitigates,core/salient,,,,,,,6,1,6,,NULL
Sep13,,mitigating,core/salient,,,,,,,6,,,,
5363,,mixed,core/salient,,,,,,,6,1,6,,NULL
Sep13,empirical ,mixed models analyses,core/salient,,,,,,,6,,,,
1663,,model,core/salient,,,,,,,6,1,6,,NULL
Sep13,,model draws upon,core/salient,,,,,,,6,,,,
7354,,model reproduced,consequence / result,,,,,,,9,1,9,NULL,model% reproduced
Sep13,,modeled,core/salient,,,,,,,6,,,,
6041,,modeling,core/salient,,,,,,,6,1,6,,NULL
5743,,models,core/salient,,,,,,,6,1,6,,models
5394,,moderate,core/salient,,,,,,,6,1,13,,NULL
Sep13,,moderation,core/salient,,,,,,,6,,,,
8004,,moderator,core/salient,,,,,,,6,1,6,,moderator%
Sep13,,modest,core/salient,,,,,,,6,,,,
,,masks,core/salient,,,,,,,6,,,,
Sep13,,modestly,core/salient,,,,,,,6,,,,
6211,,modifiable,core/salient,,,,,,,6,1,6,,NULL
5515,,modification,core/salient,,,,,,,6,1,6,,modification%
Sep13,,modifications,core/salient,,,,,,,6,,,,
Sep13,,modified,core/salient,,,,,,,6,,,,
5540,,modified by,core/salient,,,,,,,6,1,6,,modified by
1667,,modified to,core/salient,,,,,,,6,1,6,,NULL
3264,,modified to increase,core/salient,,,,,,,6,1,6,,NULL
3263,,modified to reduce,core/salient,,,,,,,6,1,6,,NULL
6777,,modifies,core/salient,,,,,,,6,1,6,,NULL
6776,,modify,core/salient,,,,,,,6,1,6,,NULL
5917,,monitor,core/salient,,,,,,,6,1,6,,monitor% ***
6187,,monitored,core/salient,,,,,,,6,1,6,,monitor% **
6186,,monitoring,core/salient,,,,,,,6,1,6,,NULL
4542,,more,core/salient,,,,,,,6,1,6,,NULL
Sep13,,more accurately,core/salient,,,,,,,6,,,,
1675,,more accurately than,core/salient,,,,,,,6,1,6,,NULL
1676,,more closely,core/salient,,,,,,,6,1,6,,NULL
942,,more common,core/salient,,,,,,,6,1,6,,NULL
4178,,more detailed description,navigation,,,,,,,15,0,15,NULL,NULL
1678,,more fine-grained,core/salient,,,,,,,6,1,6,,NULL
943,,more important,attention flagger,,,,,,,29,1,6,,NULL
944,,more important than,attention flagger,,,,,,,29,1,6,,NULL
1679,,"more important, it can….",attention flagger,,,,,,,29,1,6,,NULL
1680,,more importantly,attention flagger,,,,,,,29,1,6,,NULL
1681,,more instances,core/salient,,,,,,,6,1,6,,NULL
1682,,more instances of,example,,,,,,,19,1,6,,NULL
1683,,more interesting,attention flagger,,,,,,,29,1,13,,NULL
1684,,more interestingly,attention flagger,,,,,,,29,1,13,,NULL
1685,,more likely,attention flagger,,,,,,,29,1,13,,NULL
1686,,more likely than,attention flagger,,,,,,,29,1,13,,NULL
1687,,more likely that,attention flagger,,,,,,,29,1,13,,NULL
3680,,more likely to,attention flagger,,,,,,,29,1,13,,NULL
Sep13,,more noteworthy,attention flagger,,,,,,,29,,,,
4483,,more often than,comparison,,,,,,,17,1,17,NULL,NULL
1690,,more or less,core/salient,,,,,,,6,1,6,,NULL
Sep13,,more precisely,core/salient,,,,,,,6,,,,
5228,,more prominent,core/salient,,,,,,,6,1,6,,more prominent
3604,,more recent,time/sequence,,,,,,,12,1,12,NULL,NULL
10,,more recent review of the literature,core/salient,,,,,,,6,1,6,,NULL
11,,more recent review of the literature showed,core/salient,,,,,,,6,1,6,,NULL
Sep13,,more recently,time/sequence,,,,,,,12,,,,
,,research is needed,problem statement,,if in introduction ,,,,,30,,,,
1691,,research is needed,limitation,,if in discussion or conclusion section,,,,,5,1,13,,* research is needed
1692,,more significantly,attention flagger,,,,,,,29,1,6,,NULL
6971,,more specifically,attention flagger,,,,,,,29,1,6,,NULL
,,studies are needed,rcommendation,,if in discussion or conclusion section,,,,,6,,,,
1693,,research is needed,problem statement,,if in introduction ,,,,,30,1,6,,NULL
4537,,more than,comparison,,,,,,,17,1,17,NULL,more * than
1696,,more than … %,core/salient,,,,,,,6,1,6,,more than **%
1697,,more than adequate,core/salient,,,,,,,6,1,6,,NULL
5236,,more than half,core/salient,,,,,,,6,1,6,,NULL
1698,,more than just,core/salient,,,,,,,6,1,6,,NULL
1699,,more than likely,attention flagger,,,,,,,29,1,13,,NULL
1700,,more than likely to,attention flagger,,,,,,,29,1,13,,NULL
Sep13,,more to the point,attention flagger,,,,,,,29,,,,
12,,more useful,attention flagger,,,,,,,29,1,13,,a more useful ** is provided by
4067,,moreover,additive,,,,,,,14,1,14,NULL,NULL
Sep13,,mortality,core/salient,,,,,,,6,,,,
1703,,most,core/salient,,,,,,,6,1,6,,NULL
1707,,most but not all,attention flagger,,,,,,,29,1,6,,NULL
1708,,most clearly seen in,attention flagger,,,,,,,29,1,6,,NULL
5276,,most effective,attention flagger,,,,,,,29,1,6,,NULL
Sep13,,most frequent,attention flagger,,,,,,,29,,,,
Sep13,,most frequently,attention flagger,,,,,,,29,,,,
Sep13,,most important feature of,attention flagger,,,,,,,29,,,,
Sep13,,most important feature of this,attention flagger,,,,,,,29,,,,
Sep13,,most important features of,attention flagger,,,,,,,29,,,,
1950,,most important points,attention flagger,,,,,,,29,1,6,,NULL
Sep13,,Most importantly,attention flagger,,,,,,,29,,,,
1710,,most instances,attention flagger,,,,,,,29,1,6,,NULL
1711,,most interesting features,attention flagger,,,,,,,29,1,6,,NULL
1712,,most likely,attention flagger,,,,,,,29,1,13,,NULL
5300,,most likely reason,attention flagger,,,,,,,29,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
1713,,most likely to,attention flagger,,,,,,,29,1,13,,NULL
7649,,most of,core/salient,,,,,,,6,1,6,,most of
Sep13,,most of the,core/salient,,,,,,,6,,,,
1714,,most often,core/salient,,,,,,,6,1,6,,NULL
1716,,most researchers,core/salient,,,,,,,6,1,6,,NULL
1717,,most serious,core/salient,,,,,,,6,1,13,,NULL
1718,,most serious attempt,core/salient,,,,,,,6,1,6,,NULL
1719,,most striking,core/salient,,,,,,,6,1,6,,NULL
1720,,most striking feature of,attention flagger,,,,,,,29,1,6,,NULL
6042,,most studies of,core/salient,,,,,,,6,1,6,,NULL
1721,,most successful,attention flagger,,,,,,,29,1,13,,NULL
1722,,most successful attempt,attention flagger,,,,,,,29,1,6,,NULL
7388,,most suitable for,attention flagger,,,,,,,29,1,13,,NULL
7481,,most unexpected,attention flagger,,,,,,,29,1,13,,NULL
,,research is needed,core/salient,,,,,,,6,,,,
,,little is known about,problem statement,,if in introduction,,,,,30,,,,
1724,,mostly,core/salient,,,,,,,6,1,6,,NULL
Sep13,,Motivate,core/salient,,,,,,,6,,,,
6792,,motivated,core/salient,,,,,,,6,1,6,,NULL
6791,,motivation,core/salient,,,,,,,6,1,6,,NULL
7523,,motivation for,core/salient,,,,,,,6,1,6,,NULL
Sep13,,motive,core/salient,,,,,,,6,,,,
Sep13,,much,core/salient,,,,,,,6,,,,
Sep13,,much as,core/salient,,,,,,,6,,,,
7399,,much attention,attention flagger,,,,,,,29,1,6,,NULL
5784,,much greater extent,attention flagger,,,,,,,29,1,6,,NULL
5268,,much higher,attention flagger,,,,,,,29,1,6,,* higher
1727,,much higher level of,attention flagger,,,,,,,29,1,6,,much higher level% of
1728,,much higher proportion of,attention flagger,,,,,,,29,1,6,,much higher proportion% of
Sep13,,much in common,core/salient,,,,,,,6,,,,
Sep13,,much in common with,core/salient,,,,,,,6,,,,
1729,,much interest,attention flagger,,,,,,,29,1,6,,NULL
1730,,much interest among,attention flagger,,,,,,,29,1,6,,NULL
Sep13,,much later,time/sequence,,,,,,,12,,,,
1731,,much less,core/salient,,,,,,,6,1,6,,NULL
3837,,much less expected,core/salient,,,,,,,6,1,13,,NULL
,,little is known about,core/salient,,,,,,,6,,,,
,,much less is known,limitation,,if in discussion or conclusion section,,,,,5,,,,
,,much less is known,core/salient,,,,,,,6,,,,
1733,,much less is known,problem statement,,if in introduction ,,,,,30,1,6,,NULL
1734,,much less than,attention flagger,,,,,,,29,1,6,,NULL
1735,,much less than expected,attention flagger,,,,,,,29,1,6,,NULL
5783,,much lesser extent,attention flagger,,,,,,,29,1,6,,NULL
5267,,much lower,attention flagger,,,,,,,29,1,6,,* lower
4538,,much more,attention flagger,,,,,,,29,1,6,,NULL
1737,,much more likely than,attention flagger,,,,,,,29,1,13,,NULL
1738,,much more likely to,attention flagger,,,,,,,29,1,13,,NULL
1739,,much of,core/salient,,,,,,,6,1,6,,NULL
6097,,much research,core/salient,,,,,,,6,1,6,,NULL
Sep13,,much work,core/salient,,,,,,,6,,,,
Sep13,,multicomponent,core/salient,,,,,,,6,,,,
Sep13,empirical ,multicomponent interventions,core/salient,,,,,,,6,,,,
Sep13,,multifaceted,core/salient,,,,,,,6,,,,
5541,,multiple,core/salient,,,,,,,6,1,6,,NULL
7629,,multiple perspectives,core/salient,,,,,,,6,1,6,,NULL
Sep13,empirical ,multiple regressions,core/salient,,,,,,,6,,,,
5754,,multiplying,core/salient,,,,,,,6,1,6,,NULL
7038,,multitude of,core/salient,,,,,,,6,1,6,,NULL
7102,,must,core/salient,,,,,,,6,1,21,NULL,NULL
1741,,must also be able to,conclusion,,,,,,,21,1,21,NULL,NULL
3946,,must also have,conclusion,,,,,,,21,1,21,NULL,NULL
3950,,must be,conclusion,,,,,,,21,1,21,NULL,NULL
1743,,must be able to,condition,,,,,,,24,1,24,NULL,NULL
,,must be addressed,limitation,,if in discussion or conclusion section,,,,,5,,,,
1744,,must be addressed,problem statement,,if in introduction ,,,,,30,1,13,,NULL
1745,,must be complemented by,recommendation ,,,,,,,31,1,13,,NULL
1746,,must be seen as,conclusion,,,,,,,21,1,21,NULL,NULL
3841,,must be seen as tentative,conclusion,,,,,,,21,1,13,,NULL
7250,,must decide whether to,conclusion,,,,,,,21,1,24,NULL,must decide * to
6995,,must have,condition,,,,,,,24,1,24,NULL,NULL
1749,,must meet the following,conclusion,,,,,,,21,1,21,NULL,NULL
7165,,must not be,conclusion,,,,,,,21,1,21,NULL,NULL
Sep13,,mutation,core/salient,,,,,,,6,,,,
1750,,mutual,core/salient,,,,,,,6,1,6,,NULL
1751,,mutually,core/salient,,,,,,,6,1,6,,NULL
Sep13,,mutually exclusive,core/salient,,,,,,,6,,,,
6737,,my opinion,core/salient,,,,,,,6,1,13,,NULL
3844,,my own view is,core/salient,,,,,,,6,1,13,,NULL
1755,,n =,core/salient,,,,,,,6,1,6,,n = ***
4852,,namely,explanations / definitions,,,,,,,20,1,20,NULL,NULL
3848,,narrow,core/salient,,,,,,,6,1,13,,NULL
3849,,narrow definition,core/salient,,,,,,,6,1,13,,NULL
7500,,narrowly define,core/salient,,,,,,,6,1,6,,narrowly define%
6563,,near zero,core/salient,,,,,,,6,1,6,,NULL
4582,,nearer to,comparison,,,,,,,17,1,17,NULL,NULL
1759,,nearly all,core/salient,,,,,,,6,1,6,,NULL
1760,,nearly half,core/salient,,,,,,,6,1,6,,NULL
Sep13,,nearly half of,core/salient,,,,,,,6,,,,
1761,,nearly twice as many,core/salient,,,,,,,6,1,6,,NULL
1762,,necessarily,core/salient,,,,,,,6,1,6,,NULL
1763,,necessarily affect,core/salient,,,,,,,6,1,6,,NULL
1098,,necessary,core/salient,,,,,,,6,1,6,,NULL
1765,,necessary but not sufficient,core/salient,,,,,,,6,1,6,,NULL
6660,,necessary but not sufficient cause,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
6659,,necessary cause,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
6278,,necessary for,conclusion,,,,,,,21,1,21,NULL,NULL
6119,,necessary for understanding,contribution,,if in discussion or conclusion section,"if contains self ref, deictic work ref, or ""you""",,,,6,1,8,NULL,NULL
1767,,necessary to,condition,,,,,,,24,1,24,NULL,NULL
1768,,necessary to establish,core/salient,,,,,,,6,1,6,,NULL
6619,,necessary to understand,core/salient,,,,,,,6,1,6,,NULL
Sep13,,necessitate,core/salient,,,,,,,6,,,,
6049,,necessitated,core/salient,,,,,,,6,1,6,,necessitate%
1437,,necessitates,core/salient,,,,,,,6,1,6,,necessitate%
Sep13,,necessity,core/salient,,,,,,,6,,,,
6338,,necessity for,core/salient,,,,,,,6,1,6,,necessity **
6086,,necessity of,core/salient,,,,,,,6,1,6,,NULL
1769,,need,core/salient,,,,,,,6,1,6,,NULL
,,necessary for understanding,core/salient,,,,,,,6,,,,
1770,,need for,core/salient,,,,,,,6,1,6,,NULL
Sep13,,need more,core/salient,,,,,,,6,,,,
7360,,need not be,core/salient,,,,,,,6,1,13,,NULL
1771,,need of,core/salient,,,,,,,6,1,6,,NULL
2808,,need to,core/salient,,,,,,,6,1,6,,NULL
1773,,need to be,core/salient,,,,,,,6,1,13,,NULL
1774,,need to be conducted,problem statement,,if in introduction,,,,,30,1,13,,NULL
,,need to be conducted,core/salient,,,,,,,6,,,,
5066,,need to be confirmed,problem statement,,if in introduction,,,,,30,1,21,NULL,NULL
,,need to be confirmed,conclusion,,,,,,,21,,,,
1775,,need to be examined in more detail,problem statement,,if in introduction,,,,,30,1,6,,NULL
1776,,need to be pointed out,core/salient,,,,,,,6,1,6,,NULL
1777,,need to know,core/salient,,,,,,,6,1,6,,NULL
1778,,needed,core/salient,,,,,,,6,1,6,,NULL
Sep13,,needless,core/salient,,,,,,,6,,,,
Sep13,,needless to say,core/salient,,,,,,,6,,,,
1387,,needs,core/salient,,,,,,,6,1,6,,NULL
,,need to be examined in more detail,core/salient,,,,,,,6,,,,
Sep13,,needs a more,problem statement,,if in introduction,,,,,30,,,,
,,needs a more,core/salient,,,,,,,6,,,,
Sep13,,needs further,problem statement,,if in introduction,,,,,30,,,,
,,needs further,core/salient,,,,,,,6,,,,
Sep13,,needs more,problem statement,,if in introduction,,,,,30,,,,
,,needs more,core/salient,,,,,,,6,,,,
6240,,needs of,problem statement,,if in introduction,,,,,30,1,6,,needs of **
,,needs of,core/salient,,,,,,,6,,,,
3659,,needs to,core/salient,,,,,,,6,1,13,,need% to
Sep13,,needs to be,core/salient,,,,,,,6,,,,
Sep13,,negate,core/salient,,,,,,,6,,,,
6919,,negative,core/salient,,,,,,,6,1,6,,NULL
5341,,negative consequence for,problem statement,,if in introduction,,,,,30,1,9,NULL,negative consequence% for
6911,,negative correlations,consequence / result,,,,,,,9,1,9,NULL,NULL
,,negative consequence for,consequence / result,,,,,,,9,,,,
7293,,negative effect,problem statement,,if in introduction,,,,,30,1,9,NULL,NULL
,,negative effect,consequence / result,,,,,,,9,,,,
1780,,negative effect of,problem statement,,if in introduction,,,,,30,1,6,,NULL
7286,,negative relationship,conclusion,,,,,,,21,1,21,NULL,NULL
,,negative effect of,core/salient,,,,,,,6,,,,
1781,,negatively,core/salient,,,,,,,6,1,6,,NULL
5359,,negatively related to,consequence / result,,,,,,,9,1,9,NULL,NULL
1782,,neglect,core/salient,,,,,,,6,1,6,,NULL
1783,,neglect to,core/salient,,,,,,,6,1,6,,NULL
1784,,neglect to consider,problem statement,,if in introduction,,,,,30,1,6,,NULL
,,neglect to consider,core/salient,,,,,,,6,,,,
1785,,neglect to take into account,problem statement,,if in introduction,,,,,30,1,6,,neglect to take *** into account
,,neglect to take into account,core/salient,,,,,,,6,,,,
Sep13,,neglected,core/salient,,,,,,,6,,,,
6975,,neglected to,core/salient,,,,,,,6,1,6,,NULL
Sep13,,negotiated,core/salient,,,,,,,6,,,,
1786,,neither,core/salient,,,,,,,6,1,6,,neither
6204,,nested,core/salient,,,,,,,6,1,6,,NULL
5375,empirical ,nested design,core/salient,,,,,,,6,1,6,,NULL
6778,,network,core/salient,,,,,,,6,0,6,,NULL
Sep13,,neutral,core/salient,,,,,,,6,,,,
1787,,never,core/salient,,,,,,,6,1,6,,NULL
Sep13,,never again,attention flagger,,,,,,,29,,,,
3853,,never been fully realized,problem statement,,if in introduction ,,,,,30,1,13,,NULL
Sep13,,nevertheless,change in direction,,,,,,,16,,,,
1788,,new,core/salient,,,,,,,6,1,6,,NULL
6641,,new era,core/salient,,,,,,,6,1,6,,NULL
7187,,new ideas,core/salient,,,,,,,6,1,6,,NULL
,,never been fully realized,core/salient,,,,,,,6,,,,
3238,,new light,contribution,,if in discussion or conclusion section,"if contains self ref, deictic work ref, or ""you""",,,,6,1,8,NULL,NULL
1790,,new opportunity,core/salient,,,,,,,6,1,6,,NULL
5814,,newly,core/salient,,,,,,,6,1,6,,NULL
3632,,next,time/sequence,,,,,,,12,1,12,NULL,NULL
Sep13,,next logical step,core/salient,,,,,,,6,,,,
6696,,next moves to,navigation,,,,,,,15,1,15,NULL,next move% to
4293,,next section of this,navigation,,,,,,,15,1,15,NULL,next * of this *
,,new light,core/salient,,,,,,,6,,,,
4284,,next unit deals with,summary,summary,,,,,,7,1,7,NULL,next * deals with
6670,,next we,navigation,,,,,,,15,1,15,NULL,NULL
Sep13,,Next we describe,navigation ,,,,,,,15,,,,
7831,,"next, we",navigation,,,,,,,15,1,15,NULL,NULL
1791,,no,core/salient,,,,,,,6,1,6,,NULL
1792,,no additional results,core/salient,,,,,,,6,1,6,,NULL
1793,,no comprehensive,core/salient,,,,,,,6,1,6,,NULL
1794,,no difference,core/salient,,,,,,,6,1,6,,NULL
5392,,no differences were found,conclusion,,,,,,,21,1,21,NULL,NULL
1795,,no doubt,core/salient,,,,,,,6,1,6,,NULL
5067,,no doubt reflects the fact that,conclusion,,,,,,,21,1,21,NULL,NULL
1796,,no effect,core/salient,,,,,,,6,1,6,,NULL
5406,,no effects were found,conclusion,,,,,,,21,1,21,NULL,NULL
1797,,no evidence that,problem statement,,if in introduction,,,,,30,1,21,NULL,NULL
,,no evidence that,conclusion,,,,,,,21,,,,
1798,,no guarantee that,problem statement,problem statement,if in introduction,,,,,30,1,6,,NULL
1799,,no longer,core/salient,,,,,,,6,1,6,,NULL
Sep13,,no longer able to,core/salient,,,,,,,6,,,,
3856,,no matter how,core/salient,,,,,,,6,1,13,,NULL
1803,,no other,core/salient,,,,,,,6,1,6,,NULL
1800,,no other results,core/salient,,,,,,,6,1,6,,NULL
1801,,no other results were significant,conclusion,,,,,,,21,1,21,NULL,NULL
1802,,no other results were statistically significant,conclusion,,,,,,,21,1,21,NULL,NULL
,,no guarantee that,core/salient,,,,,,,6,,,,
1804,,no previous research,problem statement,,if in introduction ,,,,,30,1,6,,NULL
,,no previous research,core/salient,,,,,,,6,,,,
1805,,no previous studies,problem statement,,if in introduction ,,,,,30,1,6,,NULL
7515,,no reason to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
,,no previous studies,core/salient,,,,,,,6,,,,
1806,,no research,problem statement,,if in introduction ,,,,,30,1,6,,NULL
1807,,no significance,core/salient,,,,,,,6,1,6,,NULL
7668,,no significant,core/salient,,,,,,,6,1,6,,NULL
1808,,no significant barrier,core/salient,,,,,,,6,1,6,,NULL
1809,,no significant difference,conclusion,,,,,,,21,1,9,NULL,no significant difference%
5382,,no significant differences,conclusion,,,,,,,21,1,21,NULL,no differences
1810,,no statistically significant difference,conclusion,,,,,,,21,1,9,NULL,no statistically significant difference%
1811,,no substantial,core/salient,,,,,,,6,1,6,,NULL
,,no research,core/salient,,,,,,,6,,,,
1812,,no substantial evidence,problem statement,,if in introduction,,,,,30,1,21,NULL,no * evidence
3653,,no substantial evidence ,conclusion,,,,,,,21,1,21,NULL,NULL
1814,,no way of knowing,core/salient,,,,,,,6,1,6,,NULL
Sep13,,nobody,core/salient,,,,,,,6,,,,
Sep13,,non-trivial,core/salient,,,,,,,6,,,,
Sep13,,none,core/salient,,,,,,,6,,,,
1815,,none of,core/salient,,,,,,,6,1,6,,NULL
Sep13,,none of these,core/salient,,,,,,,6,,,,
Sep13,,none of those,core/salient,,,,,,,6,,,,
6838,,nonetheless,change in direction,,,,,,,16,1,16,NULL,NULL
Sep13,,nonexistent,core/salient,,,,,,,6,,,,
Sep13,,nontrivial,core/salient,,,,,,,6,,,,
6442,,nor,core/salient,,,,,,,6,1,6,,NULL
Sep13,,norm,core/salient,,,,,,,6,,,,
Sep13,,normal,core/salient,,,,,,,6,,,,
5836,,normalized,core/salient,,,,,,,6,1,6,,normalize%
6416,,normally,core/salient,,,,,,,6,1,6,,NULL
Sep13,,normally distributed,core/salient,,,,,,,6,,,,
Sep13,,normative,core/salient,,,,,,,6,,,,
1816,,not,core/salient,,,,,,,6,1,6,,NULL
Sep13,,not a completely,core/salient,,,,,,,6,,,,
Sep13,,not a ... solution,problem statement,,if in introduction,,,,,30,,,,
,,not a … solution,core/salient,,,,,,,6,,,,
1817,,not able to,core/salient,,,,,,,6,1,6,,NULL
6976,,not adequately,core/salient,,,,,,,6,1,13,,NULL
3858,,not adequately operationalized,core/salient,,,,,,,6,1,13,,NULL
,,not adequately operationalized,limitation,,if in conclusion,,,,,5,,,,
Sep13,,not afforded by,core/salient,,,,,,,6,,,,
1818,,not all these factors,core/salient,,,,,,,6,1,6,,NULL
,,not all these factors are understood,limitation,,if in discussion or conclusion section,,,,,5,,,,
1820,,not all these factors are understood,core/salient,,,,,,,6,1,6,,NULL
6447,,not altogether,core/salient,,,,,,,6,0,6,,NULL
3860,,not always,core/salient,,,,,,,6,1,6,,NULL
1821,,not always reliable,limitation,,if in discussion or conclusion section,,,,,5,1,6,,NULL
1822,,not apply to,core/salient,,,,,,,6,1,6,,NULL
1823,,not as,core/salient,,,,,,,6,1,6,,NULL
4541,,not as many,comparison,,,,,,,17,1,17,NULL,not as many * as
,,not always reliable,attention flagger,,,,,,,29,,,,
1825,,not be able to,core/salient,,,,,,,6,1,6,,NULL
Sep13,,not because,core/salient,,,,,,,6,,,,
6476,,not been,core/salient,,,,,,,6,1,6,,NULL
